ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,NumeralAnalysis
TaraonMishmi-35_thirtyfive-1,,TaraonMishmi,35_thirtyfive,kasəŋaləŋ-maŋa,kasəŋaləŋ-maŋa,k a s ə ŋ a l ə ŋ + m a ŋ a,,FW2023,,,^ k a s ə ŋ a l ə ŋ - m a ŋ a $,default,
TaraonMishmi-36_thirtysix-1,,TaraonMishmi,36_thirtysix,kasəŋaləŋ-taɹo,kasəŋaləŋ-taɹo,k a s ə ŋ a l ə ŋ + t a ɹ o,,FW2023,,,^ k a s ə ŋ a l ə ŋ - t a ɹ o $,default,
TaraonMishmi-37_thirtyseven-1,,TaraonMishmi,37_thirtyseven,kasəŋaləŋ-vẽ,kasəŋaləŋ-vẽ,k a s ə ŋ a l ə ŋ + v ẽ,,FW2023,,,^ k a s ə ŋ a l ə ŋ - v ẽ $,default,
TaraonMishmi-38_thirtyeight-1,,TaraonMishmi,38_thirtyeight,kasəŋaləŋ-lim,kasəŋaləŋ-lim,k a s ə ŋ a l ə ŋ + l i m,,FW2023,,,^ k a s ə ŋ a l ə ŋ - l i m $,default,
TaraonMishmi-39_thirtynine-1,,TaraonMishmi,39_thirtynine,lasəŋaləŋ-kəɲəŋ,lasəŋaləŋ-kəɲəŋ,l a s ə ŋ a l ə ŋ + k ə ɲ ə ŋ,,FW2023,,,^ l a s ə ŋ a l ə ŋ - k ə ɲ ə ŋ $,default,
TaraonMishmi-40_forty-1,,TaraonMishmi,40_forty,kapɹehiləŋ,kapɹehiləŋ,k a p ɹ e h i l ə ŋ,,FW2023,,,^ k a p ɹ e h i l ə ŋ $,default,
TaraonMishmi-41_fortyone-1,,TaraonMishmi,41_fortyone,kapɹehiləŋ-kʰin,kapɹehiləŋ-kʰin,k a p ɹ e h i l ə ŋ + kʰ i n,,FW2023,,,^ k a p ɹ e h i l ə ŋ - kʰ i n $,default,
TaraonMishmi-42_fortytwo-1,,TaraonMishmi,42_fortytwo,kapɹehiləŋ-kʌiŋ,kapɹehiləŋ-kʌiŋ,k a p ɹ e h i l ə ŋ + k ʌ i ŋ,,FW2023,,,^ k a p ɹ e h i l ə ŋ - k ʌ i ŋ $,default,
TaraonMishmi-43_fortythree-1,,TaraonMishmi,43_fortythree,kapɹehiləŋ-kasəŋ,kapɹehiləŋ-kasəŋ,k a p ɹ e h i l ə ŋ + k a s ə ŋ,,FW2023,,,^ k a p ɹ e h i l ə ŋ - k a s ə ŋ $,default,
TaraonMishmi-44_fortyfour-1,,TaraonMishmi,44_fortyfour,kapɹehiləŋ-kapɹe,kapɹehiləŋ-kapɹe,k a p ɹ e h i l ə ŋ + k a p ɹ e,,FW2023,,,^ k a p ɹ e h i l ə ŋ - k a p ɹ e $,default,
TaraonMishmi-45_fortyfive-1,,TaraonMishmi,45_fortyfive,kapɹehiləŋ-maŋa,kapɹehiləŋ-maŋa,k a p ɹ e h i l ə ŋ + m a ŋ a,,FW2023,,,^ k a p ɹ e h i l ə ŋ - m a ŋ a $,default,
TaraonMishmi-46_fortysix-1,,TaraonMishmi,46_fortysix,kapɹehiləŋ-taɹo,kapɹehiləŋ-taɹo,k a p ɹ e h i l ə ŋ + t a ɹ o,,FW2023,,,^ k a p ɹ e h i l ə ŋ - t a ɹ o $,default,
TaraonMishmi-47_fortyseven-1,,TaraonMishmi,47_fortyseven,kapɹehiləŋ-vẽ,kapɹehiləŋ-vẽ,k a p ɹ e h i l ə ŋ + v ẽ,,FW2023,,,^ k a p ɹ e h i l ə ŋ - v ẽ $,default,
TaraonMishmi-48_fortyeight-1,,TaraonMishmi,48_fortyeight,kapɹehiləŋ-lim,kapɹehiləŋ-lim,k a p ɹ e h i l ə ŋ + l i m,,FW2023,,,^ k a p ɹ e h i l ə ŋ - l i m $,default,
TaraonMishmi-49_fortynine-1,,TaraonMishmi,49_fortynine,kapɹehiləŋ-kəɲəŋ,kapɹehiləŋ-kəɲəŋ,k a p ɹ e h i l ə ŋ + k ə ɲ ə ŋ,,FW2023,,,^ k a p ɹ e h i l ə ŋ - k ə ɲ ə ŋ $,default,
TaraonMishmi-50_fifty-1,,TaraonMishmi,50_fifty,maŋahələŋ,maŋahələŋ,m a ŋ a h ə l ə ŋ,,FW2023,,,^ m a ŋ a h ə l ə ŋ $,default,
TaraonMishmi-51_fiftyone-1,,TaraonMishmi,51_fiftyone,maŋahələŋ-kʰin,maŋahələŋ-kʰin,m a ŋ a h ə l ə ŋ + kʰ i n,,FW2023,,,^ m a ŋ a h ə l ə ŋ - kʰ i n $,default,
TaraonMishmi-52_fiftytwo-1,,TaraonMishmi,52_fiftytwo,maŋahələŋ-kʌiŋ,maŋahələŋ-kʌiŋ,m a ŋ a h ə l ə ŋ + k ʌ i ŋ,,FW2023,,,^ m a ŋ a h ə l ə ŋ - k ʌ i ŋ $,default,
TaraonMishmi-53_fiftythree-1,,TaraonMishmi,53_fiftythree,maŋahələŋ-kasəŋ,maŋahələŋ-kasəŋ,m a ŋ a h ə l ə ŋ + k a s ə ŋ,,FW2023,,,^ m a ŋ a h ə l ə ŋ - k a s ə ŋ $,default,
TaraonMishmi-54_fiftyfour-1,,TaraonMishmi,54_fiftyfour,maŋaheləŋ-kapɹe,maŋaheləŋ-kapɹe,m a ŋ a h e l ə ŋ + k a p ɹ e,,FW2023,,,^ m a ŋ a h e l ə ŋ - k a p ɹ e $,default,
TaraonMishmi-55_fiftyfive-1,,TaraonMishmi,55_fiftyfive,maŋahələŋ-maŋa,maŋahələŋ-maŋa,m a ŋ a h ə l ə ŋ + m a ŋ a,,FW2023,,,^ m a ŋ a h ə l ə ŋ - m a ŋ a $,default,
TaraonMishmi-56_fiftysix-1,,TaraonMishmi,56_fiftysix,maŋahələŋ-taɹo,maŋahələŋ-taɹo,m a ŋ a h ə l ə ŋ + t a ɹ o,,FW2023,,,^ m a ŋ a h ə l ə ŋ - t a ɹ o $,default,
TaraonMishmi-57_fiftyseven-1,,TaraonMishmi,57_fiftyseven,maŋohələŋ-vẽ,maŋohələŋ-vẽ,m a ŋ o h ə l ə ŋ + v ẽ,,FW2023,,,^ m a ŋ o h ə l ə ŋ - v ẽ $,default,
TaraonMishmi-58_fiftyeight-1,,TaraonMishmi,58_fiftyeight,maŋahələŋ-lim,maŋahələŋ-lim,m a ŋ a h ə l ə ŋ + l i m,,FW2023,,,^ m a ŋ a h ə l ə ŋ - l i m $,default,
TaraonMishmi-59_fiftynine-1,,TaraonMishmi,59_fiftynine,maŋahələŋ-kəɲəŋ,maŋahələŋ-kəɲəŋ,m a ŋ a h ə l ə ŋ + k ə ɲ ə ŋ,,FW2023,,,^ m a ŋ a h ə l ə ŋ - k ə ɲ ə ŋ $,default,
TaraonMishmi-60_sixty-1,,TaraonMishmi,60_sixty,taɹohɘləm,taɹohɘləm,t a ɹ o h ɘ l ə m,,FW2023,,,^ t a ɹ o h ɘ l ə m $,default,
TaraonMishmi-61_sixtyone-1,,TaraonMishmi,61_sixtyone,taɹohələm-kʰin,taɹohələm-kʰin,t a ɹ o h ə l ə m + kʰ i n,,FW2023,,,^ t a ɹ o h ə l ə m - kʰ i n $,default,
TaraonMishmi-62_sixtytwo-1,,TaraonMishmi,62_sixtytwo,taɹohələm-kʌiŋ,taɹohələm-kʌiŋ,t a ɹ o h ə l ə m + k ʌ i ŋ,,FW2023,,,^ t a ɹ o h ə l ə m - k ʌ i ŋ $,default,
TaraonMishmi-63_sixtythree-1,,TaraonMishmi,63_sixtythree,taɹohələm-kasəŋ,taɹohələm-kasəŋ,t a ɹ o h ə l ə m + k a s ə ŋ,,FW2023,,,^ t a ɹ o h ə l ə m - k a s ə ŋ $,default,
TaraonMishmi-64_sixtyfour-1,,TaraonMishmi,64_sixtyfour,taɹohələm-kapɹe,taɹohələm-kapɹe,t a ɹ o h ə l ə m + k a p ɹ e,,FW2023,,,^ t a ɹ o h ə l ə m - k a p ɹ e $,default,
TaraonMishmi-65_sixtyfive-1,,TaraonMishmi,65_sixtyfive,taɹohələm-maŋa,taɹohələm-maŋa,t a ɹ o h ə l ə m + m a ŋ a,,FW2023,,,^ t a ɹ o h ə l ə m - m a ŋ a $,default,
TaraonMishmi-66_sixtysix-1,,TaraonMishmi,66_sixtysix,taɹohələm-taɹo,taɹohələm-taɹo,t a ɹ o h ə l ə m + t a ɹ o,,FW2023,,,^ t a ɹ o h ə l ə m - t a ɹ o $,default,
TaraonMishmi-67_sixtyseven-1,,TaraonMishmi,67_sixtyseven,taɹohələm-vẽ,taɹohələm-vẽ,t a ɹ o h ə l ə m + v ẽ,,FW2023,,,^ t a ɹ o h ə l ə m - v ẽ $,default,
TaraonMishmi-68_sixtyeight-1,,TaraonMishmi,68_sixtyeight,taɹohələŋ-lim,taɹohələŋ-lim,t a ɹ o h ə l ə ŋ + l i m,,FW2023,,,^ t a ɹ o h ə l ə ŋ - l i m $,default,
TaraonMishmi-69_sixtynine-1,,TaraonMishmi,69_sixtynine,taɹohələŋ-keɲəŋ,taɹohələŋ-keɲəŋ,t a ɹ o h ə l ə ŋ + k e ɲ ə ŋ,,FW2023,,,^ t a ɹ o h ə l ə ŋ - k e ɲ ə ŋ $,default,
TaraonMishmi-70_seventy-1,,TaraonMishmi,70_seventy,vẽhələŋ,vẽhələŋ,v ẽ h ə l ə ŋ,,FW2023,,,^ v ẽ h ə l ə ŋ $,default,
TaraonMishmi-71_seventyone-1,,TaraonMishmi,71_seventyone,wẽhələŋ-kʰin,wẽhələŋ-kʰin,w ẽ h ə l ə ŋ + kʰ i n,,FW2023,,,^ w ẽ h ə l ə ŋ - kʰ i n $,default,
TaraonMishmi-72_seventytwo-1,,TaraonMishmi,72_seventytwo,wẽhələŋ-kʌiŋ,wẽhələŋ-kʌiŋ,w ẽ h ə l ə ŋ + k ʌ i ŋ,,FW2023,,,^ w ẽ h ə l ə ŋ - k ʌ i ŋ $,default,
TaraonMishmi-73_seventythree-1,,TaraonMishmi,73_seventythree,weẽhələŋ-kasəŋ,weẽhələŋ-kasəŋ,w e ẽ h ə l ə ŋ + k a s ə ŋ,,FW2023,,,^ w e ẽ h ə l ə ŋ - k a s ə ŋ $,default,
TaraonMishmi-74_seventyfour-1,,TaraonMishmi,74_seventyfour,wẽhələŋ- kapɹe,wẽhələŋ-_kapɹe,w ẽ h ə l ə ŋ + k a p ɹ e,,FW2023,,,^ w ẽ h ə l ə ŋ -_ k a p ɹ e $,default,
TaraonMishmi-75_seventyfive-1,,TaraonMishmi,75_seventyfive,wẽhələŋ-maŋa,wẽhələŋ-maŋa,w ẽ h ə l ə ŋ + m a ŋ a,,FW2023,,,^ w ẽ h ə l ə ŋ - m a ŋ a $,default,
TaraonMishmi-76_seventysix-1,,TaraonMishmi,76_seventysix,wẽhələŋ-taɹo,wẽhələŋ-taɹo,w ẽ h ə l ə ŋ + t a ɹ o,,FW2023,,,^ w ẽ h ə l ə ŋ - t a ɹ o $,default,
TaraonMishmi-77_seventyseven-1,,TaraonMishmi,77_seventyseven,wẽhələŋ-vẽ,wẽhələŋ-vẽ,w ẽ h ə l ə ŋ + v ẽ,,FW2023,,,^ w ẽ h ə l ə ŋ - v ẽ $,default,
TaraonMishmi-78_seventyeight-1,,TaraonMishmi,78_seventyeight,wẽhələŋ-lim,wẽhələŋ-lim,w ẽ h ə l ə ŋ + l i m,,FW2023,,,^ w ẽ h ə l ə ŋ - l i m $,default,
TaraonMishmi-79_seventynine-1,,TaraonMishmi,79_seventynine,wẽhələŋ-keɲaŋ,wẽhələŋ-keɲaŋ,w ẽ h ə l ə ŋ + k e ɲ a ŋ,,FW2023,,,^ w ẽ h ə l ə ŋ - k e ɲ a ŋ $,default,
TaraonMishmi-80_eighty-1,,TaraonMishmi,80_eighty,limhələŋ,limhələŋ,l i m h ə l ə ŋ,,FW2023,,,^ l i m h ə l ə ŋ $,default,
TaraonMishmi-81_eightyone-1,,TaraonMishmi,81_eightyone,limhɘləŋ-kʰin,limhɘləŋ-kʰin,l i m h ɘ l ə ŋ + kʰ i n,,FW2023,,,^ l i m h ɘ l ə ŋ - kʰ i n $,default,
TaraonMishmi-82_eightytwo-1,,TaraonMishmi,82_eightytwo,limhɘləŋ-kʌiŋ,limhɘləŋ-kʌiŋ,l i m h ɘ l ə ŋ + k ʌ i ŋ,,FW2023,,,^ l i m h ɘ l ə ŋ - k ʌ i ŋ $,default,
TaraonMishmi-83_eightythree-1,,TaraonMishmi,83_eightythree,limhɘləŋ-kasəŋ,limhɘləŋ-kasəŋ,l i m h ɘ l ə ŋ + k a s ə ŋ,,FW2023,,,^ l i m h ɘ l ə ŋ - k a s ə ŋ $,default,
TaraonMishmi-84_eightyfour-1,,TaraonMishmi,84_eightyfour,limhɘləŋ-kapɹe,limhɘləŋ-kapɹe,l i m h ɘ l ə ŋ + k a p ɹ e,,FW2023,,,^ l i m h ɘ l ə ŋ - k a p ɹ e $,default,
TaraonMishmi-85_eightyfive-1,,TaraonMishmi,85_eightyfive,limheləŋ-maŋa,limheləŋ-maŋa,l i m h e l ə ŋ + m a ŋ a,,FW2023,,,^ l i m h e l ə ŋ - m a ŋ a $,default,
TaraonMishmi-86_eightysix-1,,TaraonMishmi,86_eightysix,limhələŋ-taɹo,limhələŋ-taɹo,l i m h ə l ə ŋ + t a ɹ o,,FW2023,,,^ l i m h ə l ə ŋ - t a ɹ o $,default,
TaraonMishmi-87_eightyseven-1,,TaraonMishmi,87_eightyseven,limhələŋ-vẽ,limhələŋ-vẽ,l i m h ə l ə ŋ + v ẽ,,FW2023,,,^ l i m h ə l ə ŋ - v ẽ $,default,
TaraonMishmi-88_eightyeight-1,,TaraonMishmi,88_eightyeight,limhələŋ-lim,limhələŋ-lim,l i m h ə l ə ŋ + l i m,,FW2023,,,^ l i m h ə l ə ŋ - l i m $,default,
TaraonMishmi-89_eightynine-1,,TaraonMishmi,89_eightynine,limhələŋ kəɲəŋ,limhələŋ_kəɲəŋ,l i m h ə l ə ŋ + k ə ɲ ə ŋ,,FW2023,,,^ l i m h ə l ə ŋ _ k ə ɲ ə ŋ $,default,
TaraonMishmi-90_ninety-1,,TaraonMishmi,90_ninety,kɘɲəŋhələŋ,kɘɲəŋhələŋ,k ɘ ɲ ə ŋ h ə l ə ŋ,,FW2023,,,^ k ɘ ɲ ə ŋ h ə l ə ŋ $,default,
TaraonMishmi-91_ninetyone-1,,TaraonMishmi,91_ninetyone,kɘɲəŋhələŋ-kʰi,kɘɲəŋhələŋ-kʰi,k ɘ ɲ ə ŋ h ə l ə ŋ + kʰ i,,FW2023,,,^ k ɘ ɲ ə ŋ h ə l ə ŋ - kʰ i $,default,
TaraonMishmi-92_ninetytwo-1,,TaraonMishmi,92_ninetytwo,kɘɲaŋhələŋ kʌiŋ,kɘɲaŋhələŋ_kʌiŋ,k ɘ ɲ a ŋ h ə l ə ŋ + k ʌ i ŋ,,FW2023,,,^ k ɘ ɲ a ŋ h ə l ə ŋ _ k ʌ i ŋ $,default,
TaraonMishmi-93_ninetythree-1,,TaraonMishmi,93_ninetythree,kɘnəŋhələŋ kasəŋ,kɘnəŋhələŋ_kasəŋ,k ɘ n ə ŋ h ə l ə ŋ + k a s ə ŋ,,FW2023,,,^ k ɘ n ə ŋ h ə l ə ŋ _ k a s ə ŋ $,default,
TaraonMishmi-94_ninetyfour-1,,TaraonMishmi,94_ninetyfour,kɘɲəŋhələŋ kapɹe,kɘɲəŋhələŋ_kapɹe,k ɘ ɲ ə ŋ h ə l ə ŋ + k a p ɹ e,,FW2023,,,^ k ɘ ɲ ə ŋ h ə l ə ŋ _ k a p ɹ e $,default,
TaraonMishmi-95_ninetyfive-1,,TaraonMishmi,95_ninetyfive,kɘɲaŋhələŋ maŋa,kɘɲaŋhələŋ_maŋa,k ɘ ɲ a ŋ h ə l ə ŋ + m a ŋ a,,FW2023,,,^ k ɘ ɲ a ŋ h ə l ə ŋ _ m a ŋ a $,default,
TaraonMishmi-96_ninetysix-1,,TaraonMishmi,96_ninetysix,kɘɲaŋhələŋ-taɹo,kɘɲaŋhələŋ-taɹo,k ɘ ɲ a ŋ h ə l ə ŋ + t a ɹ o,,FW2023,,,^ k ɘ ɲ a ŋ h ə l ə ŋ - t a ɹ o $,default,
TaraonMishmi-97_ninetyseven-1,,TaraonMishmi,97_ninetyseven,kɘɲəŋhələŋ-vẽ,kɘɲəŋhələŋ-vẽ,k ɘ ɲ ə ŋ h ə l ə ŋ + v ẽ,,FW2023,,,^ k ɘ ɲ ə ŋ h ə l ə ŋ - v ẽ $,default,
TaraonMishmi-98_ninetyeight-1,,TaraonMishmi,98_ninetyeight,kɘɲəŋhələŋ-lim,kɘɲəŋhələŋ-lim,k ɘ ɲ ə ŋ h ə l ə ŋ + l i m,,FW2023,,,^ k ɘ ɲ ə ŋ h ə l ə ŋ - l i m $,default,
TaraonMishmi-99_ninetynine-1,,TaraonMishmi,99_ninetynine,kɘɲəŋhələŋ-kəɲəŋ,kɘɲəŋhələŋ-kəɲəŋ,k ɘ ɲ ə ŋ h ə l ə ŋ + k ə ɲ ə ŋ,,FW2023,,,^ k ɘ ɲ ə ŋ h ə l ə ŋ - k ə ɲ ə ŋ $,default,
TaraonMishmi-100_hundred-1,,TaraonMishmi,100_hundred,maluŋge,maluŋge,m a l u ŋ g e,,FW2023,,,^ m a l u ŋ g e $,default,
TaraonMishmi-1000_thousand-1,,TaraonMishmi,1000_thousand,azəŋge,azəŋge,a z ə ŋ g e,,FW2023,,,^ a z ə ŋ g e $,default,
TaraonMishmi-100_onehundred-1,,TaraonMishmi,100_onehundred,malumge,malumge,m a l u m g e,,FW2023,,,^ m a l u m g e $,default,
TaraonMishmi-200_twohundred-1,,TaraonMishmi,200_twohundred,malum-kʌiŋ,malum-kʌiŋ,m a l u m + k ʌ i ŋ,,FW2023,,,^ m a l u m - k ʌ i ŋ $,default,
TaraonMishmi-300_threehundred-1,,TaraonMishmi,300_threehundred,malum kasəŋ,malum_kasəŋ,m a l u m + k a s ə ŋ,,FW2023,,,^ m a l u m _ k a s ə ŋ $,default,
TaraonMishmi-400_fourhundred-1,,TaraonMishmi,400_fourhundred,malum kapɹe,malum_kapɹe,m a l u m + k a p ɹ e,,FW2023,,,^ m a l u m _ k a p ɹ e $,default,
TaraonMishmi-500_fivehundred-1,,TaraonMishmi,500_fivehundred,malum maŋa,malum_maŋa,m a l u m + m a ŋ a,,FW2023,,,^ m a l u m _ m a ŋ a $,default,
TaraonMishmi-600_sixhundred-1,,TaraonMishmi,600_sixhundred,malum taɹo,malum_taɹo,m a l u m + t a ɹ o,,FW2023,,,^ m a l u m _ t a ɹ o $,default,
TaraonMishmi-1000_onethousand-1,,TaraonMishmi,1000_onethousand,azəŋge,azəŋge,a z ə ŋ g e,,FW2023,,,^ a z ə ŋ g e $,default,
TaraonMishmi-2000_twothousand-1,,TaraonMishmi,2000_twothousand,azəŋ kʌiŋ,azəŋ_kʌiŋ,a z ə ŋ + k ʌ i ŋ,,FW2023,,,^ a z ə ŋ _ k ʌ i ŋ $,default,
TaraonMishmi-3000_threethousand-1,,TaraonMishmi,3000_threethousand,azəŋ kasəŋ,azəŋ_kasəŋ,a z ə ŋ + k a s ə ŋ,,FW2023,,,^ a z ə ŋ _ k a s ə ŋ $,default,
TaraonMishmi-4000_fourthousand-1,,TaraonMishmi,4000_fourthousand,azəŋ kapɹe,azəŋ_kapɹe,a z ə ŋ + k a p ɹ e,,FW2023,,,^ a z ə ŋ _ k a p ɹ e $,default,
TaraonMishmi-5000_fivethousand-1,,TaraonMishmi,5000_fivethousand,azəŋ maŋa,azəŋ_maŋa,a z ə ŋ + m a ŋ a,,FW2023,,,^ a z ə ŋ _ m a ŋ a $,default,
TaraonMishmi-6000_sixthousand-1,,TaraonMishmi,6000_sixthousand,azəŋ taɹo,azəŋ_taɹo,a z ə ŋ + t a ɹ o,,FW2023,,,^ a z ə ŋ _ t a ɹ o $,default,
TaraonMishmi-120_onehundredtwenty-1,,TaraonMishmi,120_onehundredtwenty,malumge kaheləŋ,malumge_kaheləŋ,m a l u m g e + k a h e l ə ŋ,,FW2023,,,^ m a l u m g e _ k a h e l ə ŋ $,default,
TaraonMishmi-180_onehundredeighty-1,,TaraonMishmi,180_onehundredeighty,malumge limhələŋ,malumge_limhələŋ,m a l u m g e + l i m h ə l ə ŋ,,FW2023,,,^ m a l u m g e _ l i m h ə l ə ŋ $,default,
TaraonMishmi-221_twohundredtwentyone-1,,TaraonMishmi,221_twohundredtwentyone,malum-kʌiŋ-kaheləŋ-kʰin,malum-kʌiŋ-kaheləŋ-kʰin,m a l u m + k ʌ i ŋ + k a h e l ə ŋ + kʰ i n,,FW2023,,,^ m a l u m - k ʌ i ŋ - k a h e l ə ŋ - kʰ i n $,default,
TaraonMishmi-506_fivehundredsix-1,,TaraonMishmi,506_fivehundredsix,malum-maŋa-taɹo,malum-maŋa-taɹo,m a l u m + m a ŋ a + t a ɹ o,,FW2023,,,^ m a l u m - m a ŋ a - t a ɹ o $,default,
TaraonMishmi-3048_threethousandfortyeight-1,,TaraonMishmi,3048_threethousandfortyeight,azəŋ-kasəŋ-kapɹehiləŋ-pla-lim,azəŋ-kasəŋ-kapɹehiləŋ-pla-lim,a z ə ŋ + k a s ə ŋ + k a p ɹ e h i l ə ŋ + p l a + l i m,,FW2023,,,^ a z ə ŋ - k a s ə ŋ - k a p ɹ e h i l ə ŋ - p l a - l i m $,default,
TaraonMishmi-6900_sixthousandninehundred-1,,TaraonMishmi,6900_sixthousandninehundred,azəŋ-taɹo-malum-kəɲəŋ,azəŋ-taɹo-malum-kəɲəŋ,a z ə ŋ + t a ɹ o + m a l u m + k ə ɲ ə ŋ,,FW2023,,,^ a z ə ŋ - t a ɹ o - m a l u m - k ə ɲ ə ŋ $,default,
TaraonMishmi-7422_seventhousandfourhundredtwentytwo-1,,TaraonMishmi,7422_seventhousandfourhundredtwentytwo,azəŋ-we-malum-kapɹe-kaheləŋ-pla-lim,azəŋ-we-malum-kapɹe-kaheləŋ-pla-lim,a z ə ŋ + w e + m a l u m + k a p ɹ e + k a h e l ə ŋ + p l a + l i m,,FW2023,,,^ a z ə ŋ - w e - m a l u m - k a p ɹ e - k a h e l ə ŋ - p l a - l i m $,default,
TaraonMishmi-6008_sixthousandeight-1,,TaraonMishmi,6008_sixthousandeight,azəŋ-taɹo-pla-lim,azəŋ-taɹo-pla-lim,a z ə ŋ + t a ɹ o + p l a + l i m,,FW2023,,,^ a z ə ŋ - t a ɹ o - p l a - l i m $,default,
TikhakTangsa-1_one-1,,TikhakTangsa,1_one,asi,asi,a s i,,FW2023,,,^ a s i $,default,
TikhakTangsa-2_two-1,,TikhakTangsa,2_two,anəi,anəi,a n ə i,,FW2023,,,^ a n ə i $,default,
TikhakTangsa-3_three-1,,TikhakTangsa,3_three,aɹom,aɹom,a ɹ o m,,FW2023,,,^ a ɹ o m $,default,
TikhakTangsa-4_four-1,,TikhakTangsa,4_four,bɘləi,bɘləi,b ɘ l ə i,,FW2023,,,^ b ɘ l ə i $,default,
TikhakTangsa-5_five-1,,TikhakTangsa,5_five,baŋa,baŋa,b a ŋ a,,FW2023,,,^ b a ŋ a $,default,
TikhakTangsa-6_six-1,,TikhakTangsa,6_six,koɹok,koɹok,k o ɹ o k,,FW2023,,,^ k o ɹ o k $,default,
TikhakTangsa-7_seven-1,,TikhakTangsa,7_seven,sɘnət,sɘnət,s ɘ n ə t,,FW2023,,,^ s ɘ n ə t $,default,
TikhakTangsa-8_eight-1,,TikhakTangsa,8_eight,mɘʧət,mɘʧət,m ɘ tʃ ə t,,FW2023,,,^ m ɘ ʧ ə t $,default,
TikhakTangsa-9_nine-1,,TikhakTangsa,9_nine,tɘko,tɘko,t ɘ k o,,FW2023,,,^ t ɘ k o $,default,
TikhakTangsa-10_ten-1,,TikhakTangsa,10_ten,ʧe,ʧe,tʃ e,,FW2023,,,^ ʧ e $,default,
TikhakTangsa-11_eleven-1,,TikhakTangsa,11_eleven,ʧe-ɹa-si,ʧe-ɹa-si,tʃ e + ɹ a + s i,,FW2023,,,^ ʧ e - ɹ a - s i $,default,
TikhakTangsa-12_twelve-1,,TikhakTangsa,12_twelve,ʧe-ɹa-nəi,ʧe-ɹa-nəi,tʃ e + ɹ a + n ə i,,FW2023,,,^ ʧ e - ɹ a - n ə i $,default,
TikhakTangsa-13_thirteen-1,,TikhakTangsa,13_thirteen,ʧe-ɹa-ɹom,ʧe-ɹa-ɹom,tʃ e + ɹ a + ɹ o m,,FW2023,,,^ ʧ e - ɹ a - ɹ o m $,default,
TikhakTangsa-14_fourteen-1,,TikhakTangsa,14_fourteen,ʧe-ɹa-bɘləi,ʧe-ɹa-bɘləi,tʃ e + ɹ a + b ɘ l ə i,,FW2023,,,^ ʧ e - ɹ a - b ɘ l ə i $,default,
TikhakTangsa-15_fifteen-1,,TikhakTangsa,15_fifteen,ʧe-ɹa-baŋa,ʧe-ɹa-baŋa,tʃ e + ɹ a + b a ŋ a,,FW2023,,,^ ʧ e - ɹ a - b a ŋ a $,default,
TikhakTangsa-16_sixteen-1,,TikhakTangsa,16_sixteen,ʧe-ɹa-koɹok,ʧe-ɹa-koɹok,tʃ e + ɹ a + k o ɹ o k,,FW2023,,,^ ʧ e - ɹ a - k o ɹ o k $,default,
TikhakTangsa-17_seventeen-1,,TikhakTangsa,17_seventeen,ʧe-ɹa-sɘnət,ʧe-ɹa-sɘnət,tʃ e + ɹ a + s ɘ n ə t,,FW2023,,,^ ʧ e - ɹ a - s ɘ n ə t $,default,
TikhakTangsa-18_eighteen-1,,TikhakTangsa,18_eighteen,ʧe-ɹa-mɘʧət,ʧe-ɹa-mɘʧət,tʃ e + ɹ a + m ɘ tʃ ə t,,FW2023,,,^ ʧ e - ɹ a - m ɘ ʧ ə t $,default,
TikhakTangsa-19_nineteen-1,,TikhakTangsa,19_nineteen,ʧe-ɹa-tɘko,ʧe-ɹa-tɘko,tʃ e + ɹ a + t ɘ k o,,FW2023,,,^ ʧ e - ɹ a - t ɘ k o $,default,
TikhakTangsa-20_twenty-1,,TikhakTangsa,20_twenty,kʰu,kʰu,kʰ u,,FW2023,,,^ kʰ u $,default,
TikhakTangsa-21_twentyone-1,,TikhakTangsa,21_twentyone,kʰu-ɹa-si,kʰu-ɹa-si,kʰ u + ɹ a + s i,,FW2023,,,^ kʰ u - ɹ a - s i $,default,
TikhakTangsa-22_twentytwo-1,,TikhakTangsa,22_twentytwo,kʰu-ɹa-nəi,kʰu-ɹa-nəi,kʰ u + ɹ a + n ə i,,FW2023,,,^ kʰ u - ɹ a - n ə i $,default,
TikhakTangsa-23_twentythree-1,,TikhakTangsa,23_twentythree,kʰu-ɹa-ɹom,kʰu-ɹa-ɹom,kʰ u + ɹ a + ɹ o m,,FW2023,,,^ kʰ u - ɹ a - ɹ o m $,default,
TikhakTangsa-24_twentyfour-1,,TikhakTangsa,24_twentyfour,kʰu-ɹa-bɘləi,kʰu-ɹa-bɘləi,kʰ u + ɹ a + b ɘ l ə i,,FW2023,,,^ kʰ u - ɹ a - b ɘ l ə i $,default,
TikhakTangsa-25_twentyfive-1,,TikhakTangsa,25_twentyfive,kʰu-ɹa-baŋa,kʰu-ɹa-baŋa,kʰ u + ɹ a + b a ŋ a,,FW2023,,,^ kʰ u - ɹ a - b a ŋ a $,default,
TikhakTangsa-26_twentysix-1,,TikhakTangsa,26_twentysix,kʰu-ɹa-koɹok,kʰu-ɹa-koɹok,kʰ u + ɹ a + k o ɹ o k,,FW2023,,,^ kʰ u - ɹ a - k o ɹ o k $,default,
